ecfp_feature_1,ecfp_feature_2,ecfp_feature_3,ecfp_feature_10,ecfp_feature_12,ecfp_feature_16,ecfp_feature_19,ecfp_feature_22,ecfp_feature_27,ecfp_feature_29,ecfp_feature_30,ecfp_feature_33,ecfp_feature_34,ecfp_feature_36,ecfp_feature_38,ecfp_feature_39,ecfp_feature_45,ecfp_feature_54,ecfp_feature_55,ecfp_feature_58,ecfp_feature_73,ecfp_feature_78,ecfp_feature_80,ecfp_feature_81,ecfp_feature_86,ecfp_feature_90,ecfp_feature_94,ecfp_feature_99,ecfp_feature_100,ecfp_feature_104,ecfp_feature_105,ecfp_feature_108,ecfp_feature_110,ecfp_feature_111,ecfp_feature_121,ecfp_feature_122,ecfp_feature_123,ecfp_feature_125,smiles
0,0,0,0,2,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0,0,2,1,0,0,5,0,N#CC1C2CC3CC2C13
1,0,0,0,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,5,0,N#CC1C2CC3OC2C13
1,0,0,0,1,2,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,5,0,N#CC1C2OC3CC2C13
1,0,1,0,3,0,1,0,0,0,2,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,2,1,0,0,0,2,0,0,0,5,0,C#CC1C2CC3CC3C12
2,0,1,0,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,5,0,C#CC1C2CC3OC3C12
1,0,1,0,2,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,5,0,C#CC1C2OC3CC3C12
1,0,0,0,2,1,0,1,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2,1,1,0,0,2,1,0,0,5,0,N#CC1C2CC3CC3C12
2,0,0,0,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,5,0,N#CC1C2CC3OC3C12
0,0,1,0,1,0,3,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,2,2,0,0,0,1,2,0,0,4,0,0,0,3,0,C#CC1C2CC=CCC12
0,0,0,0,0,1,2,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1,3,0,0,4,0,0,0,3,0,N#CC1C2CC=CCC12
0,0,1,0,3,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,4,1,C#CC1C2CCC=CC12
0,0,2,0,2,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,3,0,C#CC1C2COC=NC12
1,0,1,0,1,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,3,0,N#CC1C2COC=NC12
0,0,1,1,0,0,1,0,1,0,2,0,1,1,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,1,3,0,C#CC1C=CC2CCC12
0,0,1,2,0,1,1,1,0,0,3,0,1,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,C#CC1N=COC11CC1
0,0,2,0,2,1,1,0,1,0,3,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,C#CC1CC(C1)C1CO1
0,0,3,1,0,0,2,0,0,1,3,0,1,1,0,1,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,C#CC1CC11CCC=C1
0,0,1,1,0,0,2,0,0,0,2,0,1,1,0,0,1,0,1,0,0,1,0,2,0,1,1,0,0,2,0,0,0,0,0,0,2,1,C#CC1NC11CCC=C1
0,1,1,1,1,1,1,0,0,0,4,0,1,1,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C#CC1CC11CCCO1
0,0,1,0,2,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,3,0,0,1,5,0,C#CC1CC2C3CC2C13
0,0,1,0,2,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,3,0,0,1,5,0,C#CC1CC2C3CC3C12
1,1,1,0,1,1,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,3,0,C#CC1OC2CC2C=C1
1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,C#CC1CC2OC3C2C13
0,0,1,0,0,0,1,0,0,2,2,0,1,0,0,1,1,0,0,1,0,1,2,2,0,0,0,1,0,1,0,0,0,0,0,1,2,0,C#CC1CN2CC=CC12
1,0,1,0,1,1,3,0,1,0,3,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,C#CC1CC2CCC1O2
1,0,2,0,1,3,1,0,1,0,2,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,C#CC1CC2OCC1O2
1,0,1,0,0,1,1,1,0,0,3,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2,0,C#CC1OC2CCC2=C1
0,0,2,1,2,1,1,0,1,0,3,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,C#CC1CC2COC2C1
2,0,1,0,0,2,3,0,2,0,2,0,1,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,C#CC1OC2CCC2O1
0,0,3,0,1,1,1,0,0,0,3,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,3,0,C#CC1CC2COCC12
0,0,1,0,1,1,1,0,1,0,3,0,2,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,C#CC1CC2OCCC12
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,0,2,0,0,1,0,0,1,3,0,C#CC1CC=CC2OC12
0,0,1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,2,0,C#CC1CNC(C1)C#N
0,0,2,0,1,1,1,1,0,0,2,0,3,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,C#CC1COC(C1)C#N
0,0,0,0,0,1,0,2,0,0,3,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,1,2,1,0,N#CC1CC2(CO2)CN1
0,1,1,0,2,0,1,0,0,0,4,0,1,0,1,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,C#CC1CCC2CC1C2
1,0,1,0,1,1,2,0,1,0,3,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,C#CC1CCC2CC1O2
0,0,2,1,2,1,1,0,0,0,3,0,2,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,C#CC1COC2CC1C2
1,0,2,1,1,2,1,0,2,0,2,0,2,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,C#CC1CC2OC2CO1
1,0,1,2,1,1,2,0,2,0,3,0,1,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,C#CC1CCC2OC2C1
1,0,0,1,1,1,0,1,2,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3,0,N#CC1CC2OC2CN1
1,0,1,1,1,2,0,1,2,0,2,0,2,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0,N#CC1CC2OC2CO1
1,0,0,2,1,1,1,1,2,0,3,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,N#CC1CCC2OC2C1
0,0,0,0,0,0,0,2,0,0,3,0,2,0,1,1,0,0,1,0,1,0,1,0,1,1,0,3,0,1,0,0,0,0,0,0,2,1,N#CC1CN2CC2CN1
0,0,2,1,0,1,2,0,1,0,3,0,2,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,C#CC1COC2CCC12
0,1,1,0,0,0,1,1,1,0,2,0,2,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,C#CC1=CCCC1C#N
0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,C#CC1=CCNC1C#N
0,1,1,0,0,0,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,C#CC1NCC=C1C#N
0,0,1,0,1,1,1,0,1,0,3,0,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,3,0,C#CC1CCOC2CC12
0,0,3,0,1,1,1,0,0,0,3,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,1,3,0,C#CC1COCC2CC12
0,0,0,0,1,1,0,1,1,0,3,0,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,3,0,N#CC1CCOC2CC12
0,0,1,0,0,1,1,0,0,0,4,0,2,1,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,2,2,C#CC1OCCCC=C1
0,0,3,0,0,2,1,0,2,0,4,0,1,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,C#CC1COCCOC1
0,0,0,1,0,0,1,1,0,0,1,1,2,3,1,1,0,0,0,0,1,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,C#CCC1(CC#N)CN1
0,0,0,1,0,0,1,0,0,0,4,1,1,2,2,2,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,C#CCC12CC(C1)CC2
0,0,0,0,0,1,1,0,0,0,1,1,3,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,C#CCC12CC1N=CO2
0,0,0,0,1,0,2,0,0,0,2,1,1,2,1,0,0,0,0,0,0,1,1,2,1,1,0,0,0,1,0,0,0,1,1,0,1,0,C#CCC12NC1CC=C2
0,0,0,0,0,2,1,0,0,0,3,1,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,C#CCC12CC1CCO2
0,1,0,0,0,0,1,0,0,0,2,1,1,2,1,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,C#CCC12CC3CN1C23
1,0,0,0,0,1,1,0,1,0,1,1,1,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,C#CCC12CC3OC1C23
1,0,1,1,0,2,1,0,0,0,3,1,1,2,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C#CCC12CCC1CO2
0,0,1,0,0,2,1,0,0,0,2,1,2,3,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,C#CCC12COC1CO2
1,0,1,1,0,2,0,1,1,0,3,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,N#CCC12CCC1CO2
1,0,0,0,0,1,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,3,1,0,0,0,2,0,0,0,0,0,1,0,3,0,C#CCC1=CC2OC2C1
0,0,1,0,2,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,2,0,0,1,2,1,C#CCC1=NC2CC2O1
1,0,0,1,4,1,1,0,2,1,2,0,1,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,C#CCC1CC2OC2C1
0,1,1,0,1,2,1,0,0,0,2,0,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,C#CCC1OCC2CC12
0,0,0,0,1,1,1,0,1,0,1,0,2,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,C#CCN=C1OC2CC12
2,0,1,0,0,2,1,0,1,1,2,0,1,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C#CCCC12CC1CO2
1,0,0,1,0,1,2,0,0,0,3,0,2,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,C#CCOC12CC1CC2
1,0,0,1,0,1,1,1,0,0,3,0,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,N#CCOC12CC1CC2
1,0,0,0,1,1,0,1,2,0,1,2,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,N#CCNC1C2CC1O2
0,0,0,2,0,0,0,1,0,1,2,2,1,0,0,0,2,0,1,0,1,1,1,0,1,0,0,0,0,2,0,0,2,0,0,0,3,0,N#CCNC1C2CCC12
0,0,0,0,2,0,0,1,0,0,2,2,2,0,0,0,0,1,1,0,2,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,4,0,N#CCNC1CC2CC12
0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,2,2,0,1,0,1,0,2,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,C1CC(C1)CNCC#N
1,0,1,1,0,2,0,0,0,1,4,0,0,2,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,C(C1CC1)C12CC1CO2
0,0,1,0,0,1,2,0,0,1,3,0,1,0,0,0,1,0,0,0,0,1,1,2,2,0,0,0,0,2,1,0,0,1,0,0,2,0,C(C1CO1)C1CC=CC1
0,0,0,2,0,1,1,0,1,0,4,0,1,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1,1,0,0,1,0,0,C1CC23CC=CC2(C1)O3
0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,3,0,0,4,1,0,0,6,0,C1C2C1C1CC3C(C1)C23
0,2,0,1,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,1,0,0,3,0,0,1,0,1,0,0,2,0,0,0,6,0,C1C2C3C4C3C1CCC24
0,2,1,0,1,1,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,2,0,0,0,6,0,C1C2C3C4C3C1OCC24
1,0,0,1,0,1,0,0,0,0,4,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,C1C2N3CC22OCCC132
0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2,0,2,0,0,4,0,0,0,6,0,C1C2C3CC4CC3C2C14
1,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,1,0,3,0,0,3,0,0,0,4,0,C1C2C3CC=CCC1C23
0,0,0,0,1,1,0,0,2,0,4,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,2,0,0,0,4,0,C1C2C3CCCOC1C23
0,0,1,0,1,1,0,0,0,0,4,0,0,0,1,2,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,4,0,C1C2C3CCOCC1C23
0,0,1,0,1,1,0,0,0,0,4,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,4,0,C1C2C3COCCC1C23
0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,1,0,0,0,0,1,0,0,3,1,1,0,1,0,1,0,0,0,1,2,1,1,0,C1N2C=NC3CC=CC123
1,0,1,0,0,3,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,0,1,2,0,2,0,C1C2C=CCC3COC123
0,0,2,0,2,1,0,0,0,0,4,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,4,0,C1C2CC(C12)C1COC1
0,0,1,0,1,1,2,1,0,0,4,0,0,2,1,2,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,C1C2CC11C=CCC1C2
0,0,0,0,1,2,1,1,1,0,3,0,0,1,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,1,1,0,2,0,C1C2CC3CC=CC13O2
0,1,0,2,0,0,0,0,0,0,4,0,0,1,0,2,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,5,0,C1C2CC11CCC3C2C13
2,0,0,1,1,2,2,0,4,0,3,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,C1C2OC1C1CCC2O1
0,0,0,1,0,1,0,1,1,0,5,0,0,1,1,3,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,C1C2CC3(CCO3)CN12
0,0,1,1,0,0,1,0,0,0,4,0,0,1,0,1,1,2,0,0,0,0,0,2,0,1,1,1,0,1,0,0,1,0,0,0,2,0,C1C2N1CC21CCC=C1
0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,1,5,0,C1C2C3N=C4OC1C4C23
1,0,0,1,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,6,0,C1C2C3CC4OC1C4C23
0,0,0,0,1,1,0,0,0,0,4,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,4,0,C1N2CC3C4OCC12C34
0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,1,0,2,0,0,3,1,0,1,4,0,C1C2CC3C=CCC3C12
0,0,1,0,2,1,2,0,0,0,4,0,0,2,1,2,0,0,1,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,2,0,C1C2CC3CC12C=CC3
0,0,0,2,1,1,0,1,0,0,4,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,1,0,0,0,2,1,C1C2CC3CC12CC=C3
0,0,1,1,3,1,0,0,1,0,4,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,C1C2CC3CC2C1OC3
1,1,0,1,2,1,1,0,2,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,C1C2OC3CCC1CC23
1,0,0,1,2,1,2,0,1,0,4,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,0,C1C2CC3CCC(O3)C12
0,0,1,1,3,1,0,0,1,0,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,C1C2CC3COC(C3)C12
1,0,1,0,2,2,0,0,1,0,3,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,0,C1C2CC3OCC(O3)C12
1,0,0,2,2,1,1,0,1,0,4,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,C1C2CC3CCC2C1O3
1,0,1,1,2,2,0,0,3,0,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,C1C2CC3OCC2OC13
2,0,0,2,1,2,2,0,4,0,3,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,C1C2OC3CCC2OC13
2,0,2,1,2,2,0,0,2,0,3,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,C1C2COCC3OC1C23
1,0,0,1,1,2,0,0,4,0,3,0,1,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,C1C2OC3CCOC1C23
0,0,2,0,2,1,0,0,0,0,4,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,4,0,C1C2CC3COCC2C13
1,0,0,1,1,2,0,0,3,0,3,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,C1C2OC3CCOC2C13
0,0,0,0,2,1,0,0,1,0,4,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,4,0,C1C2CC3OCCC3C12
1,0,0,1,1,2,0,0,3,0,3,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,4,0,C1C2OC3CCOC3C12
1,0,0,0,1,4,0,0,0,0,4,0,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,2,0,C1C2CC3OCCOC123
0,2,0,0,1,1,1,0,0,0,4,0,0,1,0,1,0,1,0,0,1,0,0,3,1,0,1,0,1,1,2,0,0,0,0,0,1,0,C1C2CC=C3CC=CC123
0,0,1,1,0,1,0,1,0,0,4,0,0,1,0,3,0,0,0,0,0,1,0,2,1,0,0,1,0,2,0,0,1,0,0,0,2,0,C1C2CC=CC3CC12C3
0,0,0,0,0,2,0,0,2,0,2,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2,1,C1C2OCC11OC=NC21
0,0,1,1,3,1,0,0,1,0,4,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,C1C2OCC3CC(C3)C12
1,0,0,1,0,1,1,0,2,0,4,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,C1C2CCC3OC3CN12
1,0,1,1,0,2,2,0,3,0,3,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,C1CC2OCC3OC1C23
0,0,1,1,1,1,0,0,1,0,4,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,4,0,C1C2OCC3CCC2C13
0,0,1,1,1,1,1,0,1,0,4,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,4,0,C1C2COC3CCC3C12
0,1,0,0,1,1,0,2,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1,4,0,0,2,0,0,2,0,0,0,0,0,0,2,0,C1C2OCC=CC=CC12
0,0,0,0,2,1,0,0,1,0,4,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,4,0,C1C2CCOC3CC2C13
2,0,2,0,1,2,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,4,0,C1C2COCC3OC3C12
1,0,0,0,1,2,0,0,3,0,3,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4,0,C1C2OCCC3OC3C12
1,0,0,1,0,1,1,0,2,0,4,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,3,0,C1CC=CCC2OC2C1
0,1,0,0,1,1,0,1,1,0,4,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,3,1,C1C2OCCCC=CC12
0,0,2,0,1,2,0,0,0,0,5,0,2,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,C1C2COCCOCC12
0,0,0,1,1,2,0,0,0,0,4,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,C1NC11C2CC1OCC2
0,0,1,2,1,3,0,1,0,0,4,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,C1CC11OC2CC1CO2
0,0,0,2,1,2,0,0,1,0,5,0,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,C1CC11OC2CCC1C2
0,0,0,2,0,1,1,0,1,0,5,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,C1CC11CC2CCC2O1
0,0,0,1,0,1,0,1,0,0,5,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,C1OC11CCC2CN2C1
1,0,0,2,0,2,0,0,2,0,4,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,C1OC11CCC2OC2C1
0,0,2,2,0,2,1,0,1,0,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,C1CC11OCC2OCC12
1,0,1,1,2,2,0,0,3,0,3,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,C1OC1C1CC2OC2C1
1,0,1,1,0,3,0,0,1,0,4,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2,0,C1NC1C1COCCO1
0,0,1,1,0,2,0,0,1,0,4,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,C1CC2(CC3OCC23)O1
0,0,0,2,0,1,0,1,1,1,5,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,1,1,0,1,0,C1CC2(CCC=CC2)O1
0,0,1,1,1,2,1,1,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,2,0,C1CC23C=CCC2CC13
1,0,1,1,0,1,1,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,2,0,1,0,0,0,0,2,0,C1CC23C=CCC2OC13
1,0,1,0,1,3,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,0,0,0,0,2,0,2,0,C1OC23C=CCC2CC13
0,0,1,1,0,2,0,0,1,0,4,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,C1OC23CC(OCC2)C13
0,0,1,1,1,2,1,0,1,0,5,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,C1CC23CC(CO2)CC13
1,0,1,1,1,2,1,0,0,0,5,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,C1OC23CCC(CC12)C3
