ecfp_feature_1,ecfp_feature_4,ecfp_feature_15,ecfp_feature_33,ecfp_feature_36,ecfp_feature_64,ecfp_feature_73,ecfp_feature_80,ecfp_feature_90,ecfp_feature_114,ecfp_feature_121,ecfp_feature_128,ecfp_feature_136,ecfp_feature_138,ecfp_feature_147,ecfp_feature_175,ecfp_feature_216,ecfp_feature_219,ecfp_feature_237,ecfp_feature_255,ecfp_feature_283,ecfp_feature_301,ecfp_feature_310,ecfp_feature_314,ecfp_feature_322,ecfp_feature_333,ecfp_feature_356,ecfp_feature_361,ecfp_feature_378,ecfp_feature_386,ecfp_feature_389,ecfp_feature_407,ecfp_feature_428,ecfp_feature_429,ecfp_feature_456,ecfp_feature_484,ecfp_feature_486,ecfp_feature_511,ecfp_feature_512,ecfp_feature_561,ecfp_feature_650,ecfp_feature_656,ecfp_feature_659,ecfp_feature_695,ecfp_feature_698,ecfp_feature_699,ecfp_feature_718,ecfp_feature_726,ecfp_feature_730,ecfp_feature_739,ecfp_feature_741,ecfp_feature_767,ecfp_feature_807,ecfp_feature_809,ecfp_feature_816,ecfp_feature_831,ecfp_feature_841,ecfp_feature_842,ecfp_feature_849,ecfp_feature_875,ecfp_feature_881,ecfp_feature_893,ecfp_feature_896,ecfp_feature_904,ecfp_feature_926,ecfp_feature_935,ecfp_feature_985,ecfp_feature_1019,pic50,smiles
0,0,0,3,1,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,1,0,0,1,0,0,3,1,1,3,0,0,0,0,6,0,0,0,0,1,0,3,1,0,0,9,3,0,1,2,0,1,0,0,1,5.92,CCc1cc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5
0,0,0,2,0,0,0,5,1,0,1,0,0,0,0,0,0,1,0,1,0,3,0,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,5,3,1,1,0,0,5,1,0,3,5.3,COCCCc1cc(Cl)c(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c1
0,0,1,0,0,3,0,4,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,1,1,0,4,2,1,1,0,2,1,0,2,0,0,0,0,4,0,0,0,1,1,0,0,2,0,0,9,1,0,2,0,0,4,2,0,0,6.7,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4cn3)CC2)c1Cl
0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,8,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,2,1,0,1,0,4,2,0,2,6.49,O=C1[C@H]2CCN1C(c3ccccc3)c4cccc(Oc5cc(Cn6cncc6CN2)ccc5C#N)c4
1,2,0,4,2,5,1,0,0,0,0,1,2,2,0,4,0,0,1,0,1,2,0,0,0,0,3,0,0,1,1,0,0,0,4,0,0,1,1,1,2,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,1,0,9,0,0,2,0,0,11,2,3,2,5.0,COc1ccccc1[C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(CC3)(C(=O)N4CCCC4)c5ccccc5)C(C)(C)C2
0,0,1,1,0,1,0,3,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,5,2,0,0,0,3,4,2,0,0,6.0,CN1CCN(CCCc2cc(nc(n2)C#N)c3cccc(c3)C(F)(F)F)CC1
1,0,2,2,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,6,1,0,2,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,1,0,10,1,0,1,1,2,0,0,0,0,0,12,1,1,2,0,1,6,2,0,1,4.96,CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4
2,0,0,4,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,0,4,0,0,1,0,0,13,1,2,1,0,1,1,0,0,0,1,1,0,0,2,2,0,1,0,1,0,8,0,2,0,0,2,0,0,1,0,0,12,3,0,1,3,1,1,1,0,1,4.52,CC(C)Oc1ccc(F)cc1c2ccc(nc2)N3CC(CNC(=O)c4ccc(cc4)c5oc6c(cc(cc6n5)C#N)C(C)C)OC3=O
1,0,0,1,1,3,0,0,1,2,0,1,0,2,0,2,0,0,0,1,1,4,0,0,0,0,6,0,0,2,1,0,0,6,2,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,1,2,0,0,0,0,12,3,0,1,0,7,8,1,0,2,7.4,CC(C(=O)N[C@@]1(CC[C@H](CC1)N2CCC(CC2)c3ccc(F)cc3)c4ccccc4)c5cc(cc(c5)C(F)(F)F)C(F)(F)F
0,0,0,1,1,2,0,2,1,0,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,2,0,4,0,0,0,0,2,0,2,0,0,0,7,1,0,1,0,2,3,0,0,1,4.82,CC(=O)NCCc1ccccc1c2onc([C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c2Cl
0,0,1,3,0,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,4,10,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,7.07,Cc1ccc(OCCCc2cccc(CCCOc3ccc(C)cc3)[n+]2C)cc1
0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0,2,0,0,0,1,5.0,C(#N)c1cc(C2=N[C@H]([C@@](c3cnc(F)cc3)(c4ccc(F)cc4)N2)C)cnc1
0,0,0,0,0,3,0,2,0,0,1,1,0,0,0,2,0,1,0,0,0,1,1,0,0,1,7,0,1,0,0,1,0,0,4,2,1,0,0,0,1,1,0,0,0,0,0,5,2,0,0,1,1,0,0,0,0,0,10,1,0,1,0,0,6,2,0,1,7.5,O=C(NC1CCc2ccc(CCN3CCN(CC3)c4nsc5ccccc45)cc12)c6occc6
0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,1,1,0,6,3,0,0,0,0,4,1,0,0,5.18,COc1cccc(CN2CCc3cc4nc(N)sc4cc3CC2)c1
0,0,0,1,0,3,0,4,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,1,0,2,0,0,0,9,1,1,1,0,2,1,1,0,1,5.89,CN(CCCN)C(=O)N1CC(=C[C@H]1c2ccccc2)c3cc(F)ccc3F
1,0,1,0,2,1,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,1,0,2,0,0,0,0,1,1,1,1,1,0,0,0,4,0,0,0,1,1,0,1,0,0,0,6,1,1,0,0,0,7,1,0,0,6.3,O[C@H](COc1cccc2CCC(=O)Nc12)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4
1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,3,0,0,1,2,0,4,2,1,2,0,0,1,0,0,0,1,1,0,4,0,0,0,0,2,0,1,1,0,0,6,0,0,1,0,1,4,3,1,0,4.74,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CO)ncc2F
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,2,0,0,0,0,5.0,Fc1ccc(\C=C\c2ccc(cn2)S(=O)(=O)c3cccc(F)c3)cc1
0,1,0,4,0,2,1,2,0,0,1,0,0,0,1,2,0,0,0,0,0,2,0,2,0,1,10,0,2,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,2,0,1,1,0,1,0,0,2,0,0,4,0,0,0,0,0,4,4,0,2,5.17,CN1C(=O)N(Cc2nc(C)c3ccccc3n2)C(=O)c4c1c(C#N)c(N5CCC[C@H](N)C5)n4CC=C(C)C
0,0,0,3,1,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,2,0,0,4,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,1,0,0,8,2,0,1,5.0,CCN1CCN(CC1)c2cc3[nH]c(S[C@@]4(C)CC[C@@H](CC4)NC(=O)C)nc3cc2Cl
2,0,0,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,2,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,7,0,0,0,3,1,2,1,0,2,6.0,CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c2ccc(cc2)c3ccc(F)nc3
0,0,1,2,0,1,0,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,2,0,2,0,6,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,2,0,0,4,10,1,2,0,1,1,0,0,2,2,0,12,1,0,1,0,0,2,1,0,2,7.55,COc1ccc(CCN2C[C@H](CNC(=O)c3cccc(Cl)c3)[C@H](C2)c4ccc(OC)cc4)cc1
1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,4,1,0,0,5.0,Oc1ccccc1C[C@@H](N2CCNCC2)c3ccccc3
1,1,1,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,2,1,0,4,0,0,0,0,4,0,1,0,1,0,1,0,2,1,0,1,0,0,1,0,0,0,0,1,0,3,0,2,0,1,2,0,0,0,0,0,9,1,0,1,0,1,9,3,0,4,5.57,OC(=O)[C@@H](CC1CCC1)N2C[C@H](CN3CCC(CC3)c4cnc5ccccn45)[C@H](C2)c6cccc(F)c6
2,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,1,0,0,1,0,0,0,0,0,8,0,0,1,4,2,3,2,1,1,5.96,F[C@H]1CCN(C1)C(=O)[C@@H](N)[C@@H](C)c2ccc(cc2)-c3ccc(F)cc3
0,0,0,0,1,0,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,1,5,0,2,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,2,0,0,2,1,0,1,0,1,7,1,0,1,0,3,6,1,0,2,4.48,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3nccc4ccc(cc34)C(F)(F)F)c5cncs5
0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,9,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,4,0,0,0,0,0,0,0,1,1,0,8,2,0,0,0,1,0,1,0,0,5.0,COc1cc(\C=C\C2=Nc3ccc(F)cc3C(=O)N2)ccc1n4cnc(C)c4
1,3,0,0,0,5,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,13,0,0,0,0,0,5,1,0,0,4.85,OC(C(N1CCCCC1)c2ccccc2)(c3cccnc3)c4cccnc4
1,0,0,3,0,8,1,1,0,0,0,2,1,0,0,6,0,0,0,0,2,0,0,0,0,1,8,0,1,0,3,0,0,0,4,0,1,0,0,0,2,0,0,1,0,0,0,6,0,0,1,1,2,0,0,1,1,1,14,0,1,2,0,0,4,2,0,0,6.1,COC(=O)N(NC(=O)c1c(CN2CCN(CC2)C(C)C)c(nc3ccccc13)c4ccccc4)c5ccccc5
1,1,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,7,2,2,0,0,0,2,0,2,0,1,2,0,0,2,0,0,3,1,0,2,4,0,1,0,0,2,0,0,0,1,0,9,3,0,2,0,0,4,1,1,0,4.74,COC[C@H](C)Oc1cc(Oc2ccc(cc2)C(=O)N3CCC3)cc(c1)C(=O)Nc4cnc(C)cn4
0,0,0,13,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,1,0,0,0,4,0,0,15,4.1,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
0,3,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,7,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,2,0,0,4,1,0,1,0,0,0,2,1,0,0,6,2,0,0,0,0,5,1,0,1,5.0,Cc1cc2nc(CC3CCCCC3)n(Cc4ccc(Cl)cc4)c2cc1C
0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,6,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,5,0,0,0,0,0,9,2,0,2,5.6,OC1CCN(Cc2csc(n2)c3cn(CC4CCOCC4)c5c(Cl)cccc35)CC1
0,0,1,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,1,0,0,8,0,2,0,0,0,2,0,2,0,0,2,0,0,1,2,0,0,0,1,0,2,0,0,0,1,1,0,1,0,0,0,5,1,2,0,0,1,7,2,0,1,3.62,O[C@@]1(CN2CCC(CC2)NCc3cc4OCCOc4cn3)CN5C(=O)C=Cc6ncc(F)c1c56
0,2,1,0,0,3,0,4,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,1,0,0,2,8,0,0,0,1,1,0,0,1,0,0,12,0,0,1,0,0,4,1,0,0,4.0,O=C(Nc1cccc2ccccc12)NS(=O)(=O)c3ccc(OCCCN4CCCC4)cc3
1,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,2,0,0,2,0,1,1,0,6,0,1,0,0,0,0,3,2,0,1,0,0,2,3,0,2,1,0,0,1,2,0,0,0,1,2,1,0,0,0,0,5,2,0,1,0,3,4,2,0,1,4.9,CN1C=C(C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C(=CC1=O)C(F)(F)F
0,0,2,1,0,2,0,6,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,8,4,0,0,1,1,1,0,1,1,0,0,0,5,0,0,0,2,0,0,0,0,1,0,8,2,0,2,0,0,8,4,0,0,5.9,COc1cccc(c1)N2CCN(CCCCCCN3CCN(CC3)c4cccc(Cl)c4)CC2
1,0,1,4,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,3,0,1,0,0,3,1,0,0,0,0,0,3,1,0,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,4,1,1,1,1,3,5,1,0,4,4.1,CCS(=O)(=O)C[C@@H]1C[C@@H](CC[C@@H]1N2CC[C@H](NC(=O)c3cccc(c3)C(F)(F)F)C2=O)N(C)C(C)C
0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,6.55,Cc1ccc(cc1)C#Cc2cccc(C#Cc3ccc(C)cc3)[n+]2C
0,1,0,1,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,1,0,0,3,0,5,2,1,1,6.85,C[C@@H]1CCCN1CCN2CCc3cc(ccc3C2=O)c4ccc(cc4)C#N
0,0,1,2,0,1,1,2,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,1,0,0,1,1,3,4,2,0,1,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,8,4,0,1,0,3,4,2,0,0,4.09,CCNC(=O)Nc1cccc(CNc2cc(cc3ncc(cc23)N4CCN(C)CC4)C(F)(F)F)c1
0,0,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,1,8,0,2,0,0,0,2,0,0,0,1,1,0,0,4,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,11,1,0,1,1,0,2,1,0,1,4.87,CS(=O)(=O)c1ccc(cn1)c2cccc(c2)N3C=C(C(=O)NC4CC4)C(=O)c5cccnc35
0,0,1,1,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,6,1,1,1,0,0,4,1,0,2,4.18,Cn1cnc(c1)C(=O)N(Cc2cccc(Cl)c2)[C@@H]3CC[C@H](N)CC3
0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,1,1,2,0,0,9,1,0,3,4.48,CN(CC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4C[C@@H](CCc4n3C)C5CCOCC5
0,0,0,2,0,1,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,8,2,0,0,0,0,0,0,4,0,0,0,1,0,1,1,0,1,1,0,0,4,1,0,0,2,0,0,0,0,1,0,5,1,0,0,0,0,5,2,0,0,6.0,COc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3C)CC2)ccc1C#N
3,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0,2,0,0,0,1,4.38,C(O)(C1C=CC([C@@H](c2cc(OC(C)C)c(OC(F)F)cc2)c3cc[n+]([O-])cc3)=CN1)(C)C
0,2,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,1,0,0,4,2,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,3,0,0,2,0,0,10,2,1,2,4.0,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ccncc5s4
0,0,1,3,1,3,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,8,0,3,2,0,1,0,0,2,1,0,0,2,0,0,0,0,2,0,0,0,4,0,1,1,0,0,0,0,2,2,0,7,0,0,0,0,0,3,3,0,1,4.32,COc1ccccc1N2CCN(Cc3nc4c5cccc(OC)c5nc(N)n4n3)[C@H](C)C2
0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,2,3,0,0,0,2,0,0,2,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,9,1,0,0,3,3,0,0,0,0,5.33,CS(=O)(=O)c1ccc(cc1)c2cnc(N)c(c2)c3ccc(nc3)C(F)(F)F
0,1,0,1,0,2,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,1,2,1,0,2,6,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,3,2,0,1,6.7,CN1CCC[C@@H]1CN2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O
1,0,0,3,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,6,0,3,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,1,0,0,0,0,3,0,0,7,0,0,0,0,0,5,2,0,3,5.4,C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOC[C@@H]3C)c4ccc(nc4n2)c5ccccc5
2,0,0,3,0,4,0,2,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,1,0,0,0,6.05,C[C@H](C1=C(CCN(C)C)Cc2ccccc12)c3ccccn3
0,0,0,2,0,2,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,7,0,0,1,0,1,1,0,4,2,0,0,1,0,1,1,0,2,1,0,1,4,0,0,0,1,0,0,0,0,1,0,9,2,0,1,0,0,4,2,0,0,7.51,COc1ccccc1N2CCN(CCCCOc3ccc4C(=CC(=O)Oc4c3)C)CC2
0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,2,1,0,2,2,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,8,1,0,0,1,2,1,0,0,0,0,8,0,1,1,0,1,4,1,0,3,5.1,OCCN1CCC(CC1)N(C(=O)NCc2ccc(F)cc2)c3ccc(Br)cc3
0,3,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,1,1,0,0,0,0,0,0,5,0,0,0,0,1,5,2,0,0,5.0,Fc1ccc(Cn2cc(NCCN3CCCCC3)nn2)cc1
0,2,0,0,1,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,5,0,0,2,0,0,15,4,3,1,4.48,O=C(N1CCCN(CC1)C2CCC2)N3CCC4(CCN(CC4)C(=O)c5ccccc5)C3
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,1,5.0,Clc1ccc(cc1Cl)C23CNCC2C3
0,0,0,2,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,5,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,3,1,0,0,0,1,3,1,0,1,5.6,CCc1ccc2c(nc(N)nc2c1)N3CC[C@H](C3)NC
0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,7,0,3,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,1,3,1,0,2,4.54,Cc1ccc(cn1)c2c(C)c(CN[C@H]3CC[C@@H](F)C3)nn2c4ncccc4Cl
0,0,0,2,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,6,0,0,0,0,1,0,2,1,0,0,7,1,0,1,2,3,3,2,1,0,5.32,CC(C)(N)C(=O)N1CCn2c(C1)nc(c2Nc3ccc(F)c(F)c3)c4ccc(F)cc4
1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,6,4,2,0,0,0,0,3,0,0,1,0,0,0,6,0,0,0,0,1,1,0,0,0,0,7,1,0,1,0,6,4,2,1,0,5.0,CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F
0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,2,8,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,8.0,CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2
0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,6,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,5,1,0,1,0,0,8,0,0,1,5.0,C(#N)c1cnc(C(=O)Nc2c(C3=CCCCC3)cc(cc2)C4CCNCC4)[nH]1
0,0,0,0,0,12,0,0,0,0,0,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,3,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,21,1,0,1,0,0,0,1,0,0,5.08,O=C(Nc1ccccc1)C2=NN(\C(=N\c3nc(cc(c4ccccc4)c3C#N)c5ccccc5)\S2)c6ccccc6
0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,4,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,7,0,0,0,0,0,8,1,0,3,5.82,O[C@H]1C[C@H](CN2CCC(CC2)c3ccccc3Cl)CCc4cccnc14
1,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,1,2,0,1,0,0,6,2,0,0,0,6,0,1,0,0,5.0,Nc1nc2ccc(cc2n1CC(O)c3ccc(cc3Cl)C(F)(F)F)C(F)(F)F
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,6,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,4,9,0,0,0,0,0,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,6.5,Nc1nccc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1
